LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_JOB_TITLE,LCA_CASE_WAGE_RATE_FROM
APPLE INC.,CUPERTINO,CA,95014,SENSORS ALGORITHMS ENGINEER,130000
"MISSION CRITICAL TECHNOLOGIES, INC.",EL SEGUNDO,CA,90245,COMPUTER AND INFORMATION RESEARCH SCIENTIST,96179
SANDISK CORPORATION,MILPITAS,CA,95035,ASSOCIATE INDUSTRIAL & OPERATIONS ENGINEER,80000
"TWITTER, INC.",SAN FRANCISCO,CA,94107,"SOFTWARE ENGINEER, RELEVANCE & DISCOVERY",131414
SAMAAN & KAMBOJ INC,SACRAMENTO,CA,95824,VETERINARIAN,36
SONY COMPUTER ENTERTAINMENT AMERICA LLC.,FOSTER CITY,CA,94404,PROGRAMMER (SOFTWARE ENGINEER),91100
BHAVIN CHANGELA DDS INC,POMONA,CA,91768,DENTIST-GENERAL,36
"INTELLISWIFT SOFTWARE, INC.",FREMONT,CA,94538,PROGRAMMER ANALYST,71947
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,CA,95054,PROGRAMMER ANALYST,82000
COUGAR TECH,FREMONT,CA,94538,COMPUTER PROGRAMMER,55000
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
ALLSTATE ENGINEERING,LOS ANGELES,CA,90006,URBANIZATION CONSTRUCTION PLANNER,32
"VMWARE, INC.",PALO ALTO,CA,94304,SR. BUSINESS SYSTEMS ANALYST,118000
"A10 NETWORKS, INC.",SAN JOSE,CA,95134,NETWORK TEST ENGINEER,75000
"SMARTPLAY, INC.",SAN JOSE,CA,95134,ANALOG MIXED SIGNAL (AMS) ENGINEER,90000
"GLOBAL TECH, INC",DUBLIN,CA,94568,SYSTEMS ANALYST,60000
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
"M. ARTHUR GENSLER, JR. &AMP; ASSOCIATES, INC.",SAN FRANCISCO,CA,94105,INTERIOR ARCHITECT,38000
LAWRENCE BERKELEY NATIONAL LABORATORY,BERKELEY,CA,94720,BIO-INFORMATICS BUSINESS/SYSTEMS ANALYST 3,84840
BROADCOM CORPORATION,IRVINE,CA,92617,"ENGINEER, SR STAFF - SYSTEMS DESIGN",128000
"INFOOBJECTS, INC",SANTA CLARA,CA,95054,QUALITY ASSURANCE ANALYST,60000
"SALESFORCE.COM, INC.",SAN FRANCISCO,CA,94105,SAN STORAGE ENGINEER,128000
"GLOBAL TECH, INC",DUBLIN,CA,94568,PROGRAMMER ANALYST,71947
SEAGATE US LLC,CUPERTINO,CA,95014,IDENTITY MANAGEMENT BUSINESS ANALYST/PROJECT MGR,87006
"STRAVA, INC.",SAN FRANCISCO,CA,94103,BUSINESS OPERATIONS MANAGER,66000
EBAY INC.,SAN JOSE,CA,95125,"MTS 2, SOFTWARE ENGINEER",150075
AMERICAN UNIVERSITY OF HEALTH SCIENCES,SIGNAL HILL,CA,90755,NETWORK AND COMPUTER SYSTEMS ADMINISTRATOR,26.38
"PHOTON INFOTECH, INC.",SAN JOSE,CA,95112,TECHNICAL LEAD,68000
STUDIO RFD INC.,SAN FERNANDO,CA,91340,ENVIRONMENTAL / ARCHITECTURAL DESIGNER,85000
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,127000
SUNGARD AVANTGARD LLC,CALABASAS,CA,91302,TREASURY CONSULTANT,99390
"PHOTON INFOTECH, INC.",SAN JOSE,CA,95112,SENIOR DEVELOPER,65000
ADORE CREATIVE,LOS ANGELES,CA,90046,VP OF INTERNATIONAL BUSINESS & LEGAL AFFAIRS,150
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
COUGAR TECH,FREMONT,CA,94538,COMPUTER PROGRAMMER,55000
"DYNAMIC ACCESS SYSTEMS, INC",SANTA CLARA,CA,95050,PROGRAMMER ANALYST,72000
"STUBHUB, INC.",SAN FRANCISCO,CA,94105,"MTS 1, BUSINESS SYSTEMS ANALYST",125000
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,SYSTEMS ANALYST,51854
PETROMAX INC.,ANAHEIM,CA,92807,COMPLIANCE MANAGER,68245
MELTWATER NEWS US1 INC.,SAN FRANCISCO,CA,94105,TECHNICAL PROJECT MANAGER,85000
SINGPOLI CAPITAL CORPORATION,PASADENA,CA,91101,COMMERCIAL BUSINESS ECONOMIST,27.72
INTEL CORPORATION,SANTA CLARA,CA,95054,SYSTEM VALIDATION ENGINEER,74464
STEP AHEAD SOLUTIONS INC,SANTA CLARA,CA,95054,INFORMATICA DEVELOPER,72000
"GIBSON ENTERPRISES, INC.",IRWINDALE,CA,91706,FINANCIAL ANALYST,30
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,127000
"ZODIAC POOL SYSTEMS, INC.",VISTA,CA,92081,"ASSISTANT PRODUCT MANAGER, WATER CARE",50024
MEDIA REPS,SAN DIEGO,CA,92101,EUROPEAN MOBILE MEDIA SALES,65000
HEWLETT-PACKARD COMPANY,CUPERTINO,CA,95014,FIELD TECHNICAL SUPPORT REPRESENTATIVE,42370
"NETAPP, INC.",SUNNYVALE,CA,94089,"MEMBER TECHNICAL STAFF, QUALITY ASSURANCE",99500
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,PROGRAMMER ANALYST,40622
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,FOREIGN LANGUAGE INSTRUCTOR POST SECONDARY,51377.96
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,1.00E+05
CALIFORNIA POLYTECHNIC STATE UNIVERSITY,SAN LUIS OBISPO,CA,93407,ASSISTANT PROFESSOR,60000
BROADCOM CORPORATION,IRVINE,CA,92617,"APPLICATIONS PROGRAMMER, PRINCIPAL",120730
BABY TREND INC.,ONTARIO,CA,91761,INDUSTRIAL DESIGNER,36546
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,PROGRAMMER ANALYST,71947
"3DI, INC.",BREA,CA,92821,SOFTWARE DEVELOPER,75000
MITHRIL CAPITAL MANAGEMENT LLC,SAN FRANCISCO,CA,94129,PORTFOLIO MANAGER,2.00E+05
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,135000
"UNIVERSITY OF CALIFORNIA, BERKELEY",BERKELEY,CA,94720,SPECIALIST,33.91
"CISCO SYSTEMS, INC.",SAN JOSE,CA,95134,NETWORK CONSULTING ENGINEER,101171
"NETAPP, INC.",SUNNYVALE,CA,94089,"MEMBER TECHNICAL STAFF, QUALITY ASSURANCE",87000
LIVING WORD KOREAN CHURCH,MILPITAS,CA,95035,ASSOCIATE PASTOR,41000
"VMWARE, INC.",PALO ALTO,CA,94304,MEMBER OF TECHNICAL STAFF (SOFTWARE ENGINEER),116000
"XAVIENT INFORMATION SYSTEMS, INC.",SIMI VALLEY,CA,93065,BUSINESS SYSTEMS ANALYST,66500
FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC.,SAN JOSE,CA,95134,FINANCIAL ANALYST,25
BROADCOM CORPORATION,IRVINE,CA,92617,"ENGINEER, PRINCIPAL - IC DESIGN",127185
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,ELECTRONICS ENGINEER (HARDWARE DEVELOPER 3),125000
VOLT MANAGEMENT CORP,ORANGE,CA,92865,ENGINEER 1,27.53
FIRST IMPERIAL TRADING CO.,COMMERCE,CA,90040,IT ENGINEER,42.5
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,CA,90048,EIS APPLICATIONS SPECIALST II,1.00E+05
"8X8, INC.",SUNNYVALE,CA,94085-2910,STORAGE AND SYSTEM ADMINISTRATOR,130000
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SENIOR HARDWARE ENGINEER,85051.2
APPLE INC.,CUPERTINO,CA,95014,ENGINEERING PROJECT MANAGER,125000
JASENG CENTER CORPORATION,FULLERTON,CA,92835,ACUPUNCTURIST,38854
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
"ESPIAL, INC.",SUNNYVALE,CA,94089-1302,NETWORK SUPPORT SPECIALIST,58100
DFUSION SOFTWARE,LOS ANGELES,CA,90036,"SOFTWARE DEVELOPERS, APPLICATIONS",81000
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,STAFF HARDWARE ENGINEER,98987.2
EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,CA,95014,SYSTEMS ANALYST II,90000
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
"PHOTON INFOTECH, INC.",SAN JOSE,CA,95112,TECHNICAL LEAD,68000
LINKEDIN CORPORATION,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,99653
RAPTOR THERAPEUTICS INC.,NOVATO,CA,94949,"DIRECTOR, MEDICAL AFFAIRS U.S.",131000
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
CITY AND COUNTY OF SAN FRANCISCO,SAN FRANCISCO,CA,94102-4605,PRINCIPAL INFORMATION SYSTEMS BUSINESS ANALYST,4678
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,FOREIGN LANGUAGE INSTRUCTOR POST SECONDARY,51377.96
"PHOTON INFOTECH, INC.",SAN JOSE,CA,95112,TECHNICAL ARCHITECT,1.00E+05
"PHOTON INFOTECH, INC.",SAN JOSE,CA,95112,SENIOR DEVELOPER,65000
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,PROGRAMMER ANALYST,48152
"ZODIAC POOL SYSTEMS, INC.",VISTA,CA,92081,PLANT MANAGER (MANUFACTURING ENGINEER),54.25
BN ELAT FISH CORP,LOS ANGELES,CA,90021,MANAGEMENT ACCOUNTANT,22.78
"HP ENTERPRISE SERVICES, LLC",CUPERTINO,CA,95014,BUSINESS CONSULTANT,106891
"DIRECTV, LLC",EL SEGUNDO,CA,90245,"IT PRINCIPLE ANALYST 1, IT SOFTWARE QUALITY ASSURA",95004
WOOSUNG AMERICA CORPORATION,HAYWARD,CA,94595,ACCOUNTANT,25.18
"DEMANDTEC, INC.",SAN MATEO,CA,94403,SR. SCIENTIST,93800
INTEL CORPORATION,SANTA CLARA,CA,95054,ELECTRONICS ENGINEER,93850
LENMAR ENTERPRISES INC.,CAMARILLO,CA,93012,COMPUTER PROGRAMMER,57283
QUALCOMM GLOBAL SERVICES INC.,SAN DIEGO,CA,92121,SYSTEMS ENGINEER,75899.2
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SYSTEMS ENGINEER,84718.4
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
"CANDELIS, INC.",NEWPORT BEACH,CA,92660,SOFTWARE ENGINEER,35.5
"SOLADIGM, INC.",MILPITAS,CA,95035,PROCESS ENGINEER,70408
"MELIAN LABS, INC.",SAN FRANCISCO,CA,94109,SOFTWARE ENGINEER,80000
"SMARTPLAY, INC.",SAN JOSE,CA,95134,COMPUTER SYSTEMS ENGINEERS,72000
JAY P MORGAN PHOTOGRAPHY DESIGN,LA CRESCENTA,CA,91214,FILM EDITOR/ CINEMATOGRAPHY ASSISTANT,39749
"UNIVERSITY OF CALIFORNIA, DAVIS",DAVIS,CA,95616,ASSISTANT PROFESSOR OF CLINICAL SURGERY,269938
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,FOREIGN LANGUAGE INSTRUCTOR POST SECONDARY,51377.96
INFINERA CORPORATION,SUNNYVALE,CA,94089,STAFF SOFTWARE ENGINEER (SYSTEMS),125962
"VMWARE, INC.",PALO ALTO,CA,94304,MEMBER OF TECHNICAL STAFF (SOFTWARE ENGINEER),106200
ARTESIA SOFTWARE SOLUTIONS LLC,LOS ANGELES,CA,90701,SQL PROGRAMMER/INSTRUCTOR,47653
"HOTWIRE, INC.",SAN FRANCISCO,CA,94111,SOFTWARE ENGINEER IN TEST,85000
"MCHRON, INC.",SAN MATEO,CA,94402,PRINCIPAL DEVELOPER,85000
LIVING LIGHT INTERNATIONAL LLC,FORT BRAGG,CA,95437,CULINARY PROGRAM INSTRUCTIONAL COORDINATOR,42000
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SENIOR HARDWARE TEST ENGINEER,85051.2
"TOSHIBA AMERICA BUSINESS SOLUTIONS, INC.",IRVINE,CA,92618,BUSINESS PROGRAMMER ANALYST,106433.6
"CADENCE DESIGN SYSTEMS, INC.",SAN JOSE,CA,95134,SR STAFF SYSTEMS ENGINEER,136443
"LAWRENCE LIVERMORE NATIONAL SECURITY, LLC",LIVERMORE,CA,94551,POST DOCTORAL RESEARCH STAFF MEMBER,75600
LIM AND LIM ACCOUNTANCY CORPORATION,LOS ANGELES,CA,90010,ACCOUNTANT,22.78
"CORNERSTONE ONDEMAND, INC.",SANTA MONICA,CA,90404,SOFTWARE ENGINEER,85000
HMC GROUP,ONTARIO,CA,91764,PROJECT LEADER (ARCHITECT),65000
"BROADBAND DISCOVERY SYSTEMS, INC.",SCOTTS VALLEY,CA,95066,DIRECTOR OF BUSINESS DEVELOPMENT,75000
SHUBH SOLUTIONS LLC,SAN DIEGO,CA,92121,PROGRAMMER ANALYST,60000
ALTERA CORPORATION,SAN JOSE,CA,95134,"DESIGN ENGINEER, SR.",107000
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,PROGRAMMER ANALYST,71947
"FLEXTRONICS INTERNATIONAL USA, INC.",MILPITAS,CA,95035,FINANCIAL ANALYST,37.01
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SENIOR SOFTWARE ENGINEER,83595.2
"UNIVERSITY OF CALIFORNIA, DAVIS",DAVIS,CA,95616,POSTDOCTORAL SCHOLAR,43571
"HP ENTERPRISE SERVICES, LLC",CUPERTINO,CA,95014,BUSINESS CONSULTANT,87797
"SYNOPSYS, INC.",MOUNTAIN VIEW,CA,94043,R&D DESIGN ENGINEER,124882
SOON R CHUNG,MONTEBELLO,CA,90640,PHARMACIST MANAGER,42.29
"SAILGOLDENGATE, LLC",SAN RAFAEL,CA,94901,TECHNICAL ANALYST,65000
ADOBE SYSTEMS INCORPORATED,SAN JOSE,CA,95110,COMPUTER SCIENTIST,90001
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,PROGRAMMER ANALYST,45178
"CANVAS INFOTECH, INC.",UNION CITY,CA,94587,BUSINESS ANALYST,61963
"ADVANCED MICRO DEVICES, INC.",SUNNYVALE,CA,94088,SENIOR DESIGN ENGINEER,94432
INFINERA CORPORATION,SUNNYVALE,CA,94089,"STAFF, SOFTWARE QA ENGINEER",115678
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SENIOR HARDWARE ENGINEER,81290
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
"SYMBIOSYS, INC.",SAN JOSE,CA,95129,TELEMATICS SPECIALIST,51230
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,FOREIGN LANGUAGE INSTRUCTOR POST SECONDARY,51377.96
ACCRETE SOLUTIONS LLC,SANTA CLARA,CA,95054,PROGRAMMER ANALYST,72000
MOLECULAR RESPONSE LLC,SAN DIEGO,CA,92121,SCIENTIST,32.72
"INTELLISWIFT SOFTWARE, INC.",FREMONT,CA,94538,PROGRAMMER ANALYST,72000
"CENTRAL BUSINESS SOLUTIONS, INC.",NEWARK,CA,94560,QUALITY ASSURANCE ENGINEER,47590
EBAY INC.,SAN JOSE,CA,95125,SOFTWARE ENGINEER 2,75000
"ACTIVISION PUBLISHING, INC.",SANTA MONICA,CA,90405,BACK END WEB ENGINEER,95000
INTEL CORPORATION,SANTA CLARA,CA,95054,PROCESS ENGINEER,84219
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
BROADCOM CORPORATION,IRVINE,CA,92617,"ENGINEER, SENIOR STAFF - ELECTRONIC DESIGN",111134
"TITAN METAL FABRICATORS, INC.",CAMARILLO,CA,93012,DESIGN ENGINEER,30.01
"T'Z INTERNATIONAL, INC.",ANAHEIM,CA,92805,BUSINESS ANALYST,26.31
AMGEN INC.,THOUSAND OAKS,CA,91320,SR. ASSOCIATE IS BUS SYS ANALYST,80933
"A10 NETWORKS, INC.",SAN JOSE,CA,95134,NETWORK TEST ENGINEER,70000
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,FOREIGN LANGUAGE INSTRUCTOR POST SECONDARY,51377
"MOBILENET SERVICES, INC.",IRVINE,CA,92618,ASSOCIATE RF ENGINEER,52000
OPENTV INC.,SAN FRANCISCO,CA,94111,STAFF QA ENGINEER,77210
"CITRIX ONLINE, LLC.",GOLETA,CA,93117,SOFTWARE TEST ENGINEER,68000
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,STAFF SYSTEMS ENGINEER,112715.2
"NEELINFO, INC.",SAN JOSE,CA,95110,SOFTWARE ENGINEER,75000
INTEL CORPORATION,SANTA CLARA,CA,95054,ANALOG ENGINEER,81307
"ARUBA NETWORKS, INC.",SUNNYVALE,CA,94089,SOFTWARE ENGINEER,90000
"PAYPAL, INC.",SAN JOSE,CA,95131,"MTS 2, ARCHITECT",150000
"COGNITIVE MEDICAL SYSTEMS, INC",SAN DIEGO,CA,92121,RESEARCH SCIENTIST,55
EMS WSH LLC,PASADENA,CA,91107,TEACHER,43500
APPLE INC.,CUPERTINO,CA,95014,IOS DIALOG ENGINEER,90000
APPLE INC.,CUPERTINO,CA,95014,NEW PRODUCTS OPERATIONS MANAGER,125000
"RJT COMPUQUEST, INC.",TORRANCE,CA,90505,BUSINESS SYSTEMS ANALSYT,70000
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",REDLANDS,CA,92373,SOFTWARE DEVELOPMENT PROGRAMMER,106895
"RALISON INTERNATIONAL, INC.",SUITE 250,CA,DIAMOND BAR,ADVERTISING MANAGER,29.17
"PROJECT FROG, INC",SAN FRANCISCO,CA,94111,PROJECT ENGINEER,34.62
FAIR ISAAC CORPORATION,SAN RAFAEL,CA,94903,ANALYTIC SCIENCE - SCIENTIST II,68952
INTEL CORPORATION,SANTA CLARA,CA,95054,PROCESS ENGINEER,75409
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",REDLANDS,CA,92373,GIS PRODUCT ENGINEER,77483
"BAKER FAMILY CHIROPRACTIC, INC.",MODESTO,CA,95355,CHIROPRACTOR,5000
"PROZYME, INC.",HAYWARD,CA,94545,APPLICATIONS DEVELOPMENT SCIENTIST,85000
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
MEKANISM INC.,SAN FRANCISCO,CA,94107,GRAPHIC DESIGNER,50000
SANTA CLARA UNIFIED SCHOOL DISTRICT,SANTA CLARA,CA,95051,SPECIAL EDUCATION TEACHER,47910
"BIOGENERICS, INC.",REDWOOD CITY,CA,94065,TECHNICAL COMMUNICATOR / WRITER,22.52
"PETCO ANIMAL SUPPLIES, INC.",SAN DIEGO,CA,92121,SR. MARKET PLANNING GIS ANALYST,60195
EMULEX DESIGN AND MANUFACTURING CORPORATION,COSTA MESA,CA,92626,ENGINEER,70000
"SOLADIGM, INC.",MILPITAS,CA,95035,PROCESS ENGINEER,70408
TRISTERO CONSULTING,SARATOGA,CA,95070,COMPUTER PROGRAMMER,34.59
TRANSGUARDIAN INC.,LOS ANGELES,CA,90013,"OPERATIONS RESEARCH ANALYST, ASIAN OPERATIONS",20.86
INNOVATIVE PAYROLL & PERSONNEL SOLUTIONS LLC,STUDIO CITY,CA,91607,PAYROLL TAX PROCESSING SUPERVISOR,59738
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,HARDWARE ENGINEER,75899.2
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SENIOR SOFTWARE ENGINEER,83595.2
"ECALIX, INC",FREMONT,CA,94538,SYSTEMS ANALYST - BUSINESS,29
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,SYSTEMS ANALYST,65021
"SPIGIT, INC.",PLEASANTON,CA,94566,APPLICATION ENGINEER & PRODUCTION MANAGER,70500
ARTESIA SOFTWARE SOLUTIONS LLC,LOS ANGELES,CA,90701,COMPUTER PROGRAMMER/INSTRUCTOR,56202
BROADCOM CORPORATION,IRVINE,CA,92617,"ENGINEER, PRINCIPAL - HARDWARE DEVELOPMENT",121500
STRATITUDE INC.,FREMONT,CA,94538,SYSTEMS ANALYST,27
PAYDEN & RYGEL,LOS ANGELES,CA,90071,PORTFOLIO ARCHITECTURE ANALYST,55000
"GOPAGO, INC.",SAN FRANCISCO,CA,94104,SOFTWARE ENGINEER,81000
"DUBLIN PHYSICAL THERAPY, INC.",DUBLIN,CA,94568,PHYSICAL THERAPIST,36.07
"RJT COMPUQUEST, INC.",TORRANCE,CA,90505,BUSINESS ANALYST,65000
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
CALIFORNIA INDEPENDENT SYSTEM OPERATOR CORPORATION,FOLSOM,CA,95630,SENIOR REGIONAL TRANSMISSION ENGINEER,97500
PAUL HASTINGS LLP,LOS ANGELES,CA,90071,ASSOCIATE ATTORNEY,160000
SSINFOTEK INC.,IRVINE,CA,92618,PROGRAMMER ANALYST,55661
U.S.INTERACTIVE CORP ( DELAWARE),SANTA CLARA,CA,95054,COMPUTER SYSTEMS ANALYSTS,79102
THERMAL ENGINEERING INTERNATIONAL (USA) INC.,SANTE FE SPRINGS,CA,90670,PLANT MANAGER,148019
INTEL CORPORATION,SANTA CLARA,CA,95054,PROCESS ENGINEER,84219
"GSPANN TECHNOLOGIES, INC.",MILPITAS,CA,95035,QA AUTOMATION ENGINEER,60000
SOUTH COAST PEDIATRICS,SANTA ANA,CA,92704-5751,PEDIATRICIAN,140000
COUGAR TECH,FREMONT,CA,94538,COMPUTER PROGRAMMER,55000
MINDTREE LIMITED,SAN JOSE,CA,95110,TECHNICAL LEAD,79144
"IGN ENTERTAINMENT, INC.",LOS ANGELES,CA,90067,FEATURES EDITOR,60000
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SENIOR SYSTEMS ENGINEER,101691.2
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,"FOREIGN LANGUAGE AND LITERATURE TEACHERS, POST SEC",51377.96
"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",NORTHRIDGE,CA,91330,ASSISTANT PROFESSOR,61008
OOYALA INC.,MOUNTAIN VIEW,CA,94040,MARKET RESEARCH ANALYST,83762
BRIGHT TRADING CORP.,S. EL MONTE,CA,91733,MANAGEMENT RESEARCH ANALYST,54725
BHAVIN CHANGELA DDS INC,POMONA,CA,91768,"DENTIST, GENERAL",40
"DAZ SYSTEMS, INCORPORATED",EL SEGUNDO,CA,90245,"FUNCTIONAL CONSULTANT, ORACLE APPLICATIONS",137523.12
DLIFLC - DEFENSE LANGUAGE INSTITUTE FOREIGH LANGUA,MONTEREY,CA,93944,FOREIGN LANGUAGE INSTRUCTOR POST SECONDARY,51377.96
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,PROGRAMMER ANALYST,49358
HEWLETT-PACKARD COMPANY,CUPERTINO,CA,95014,SYSTEMS/SOFTWARE ENGINEER,99132.8
NVIDIA CORPORATION,SANTA CLARA,CA,95050,ENGINEER III PRODUCT,96941
"NETAPP, INC.",SUNNYVALE,CA,94089,"MEMBER TECHNICAL STAFF, SOFTWARE",90000
APRIA HEALTHCARE GROUP INC.,LAKE FOREST,CA,92630,SR. SUPPLY CHAIN ANALYST,67000
ATASCADERO STATE HOSPITAL,ATASCADERO,CA,93423-7005,PSYCHOLOGIST (HEALTH FACILITY- CLINICAL SAFETY),107160
"NEELINFO, INC.",SAN JOSE,CA,95110,SOFTWARE QUALITY ASSURANCE ENGINEER,60000
MOTIVO ENGINEERING LLC,TORRANCE,CA,90502,ELECTRICAL ENGINEER,65000
BROADCOM CORPORATION,IRVINE,CA,92617,"ENGINEER, SR. STAFF- TEST",105677
"PAYPAL, INC.",SAN JOSE,CA,95131,"SOFTWARE ENGINEER 3, QUALITY",80000
NAJSOFT INC,CARMICHEAL,CA,95608,PROGRAMMER ANALYST,55000
"UNIVERSITY OF CALIFORNIA, BERKELEY",BERKELEY,CA,94720,ASSOCIATE SPECIALIST,57132
"REWARDLI, INC.",SAN FRANCISCO,CA,94107,SOFTWARE ENGINEER,76918
SHUBH SOLUTIONS LLC,SAN DIEGO,CA,92121,PROGRAMMER ANALYST,51938
"SMARTPLAY, INC.",SAN JOSE,CA,95134,SENIOR ASIC DESIGN VERIFICATION ENGINEER,115000
PIONEER MEDICAL DIAGNOSTICS CORPORATION,PASADENA,CA,91106,MEDICAL SERVICES ADMINISTRATOR,29.22
VBURST SOFTWARE LLC,JAMUL,CA,91935,JAVA & ADF DEVELOPER,75000
"DYNASOFT SYNERGY, INC",FREMONT,CA,94536,COMPUTER ANALYST,62000
LOS ANGELES COUNTY METROPOLITAN TRANSPORTATION AUT,LOS ANGELES,CA,90012,METRO TRAINEE (GEOGRAPHIC INFORMATION SYSTEMS 3-D,39456.77
A BLACK MOUNTAIN ROAD PET CLINIC INC.,SAN DIEGO,CA,92126,VETERINARIAN,105000
TINY PLANET INC,LA PALMA,CA,90623,PROGRAMMER ANALYST,60000
"SUPERIOR HARDWARE SUPPLY, INC.",OAKLAND,CA,94606,ACCOUNTANT - RETAIL & WHOLESALE STORE,26
"VMWARE, INC.",PALO ALTO,CA,94304,MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEER,95500
"FACEBOOK, INC.",MENLO PARK,CA,94025,SENIOR SOFTWARE ENGINEER,185000
"CANVAS INFOTECH, INC.",FREMONT,CA,94538,BUSINESS SYSTEMS ANALYST,54725
